city,white,hispanic_latino,african_american,american_indian,asian,pacific_islander,other_race,two_or_more_races
Kenwood Estates FL,34.7,55.7,6.4,0,0,0,0,3.3
Watergate FL,50.8,22.5,7.7,0,19,0,0,0
Steinhatchee FL,96.1,0,0,0,3.9,0,0,0
Fleming Island FL,83.7,7.5,4.3,0.1,2.7,0.1,0.1,1.5
Oakleaf Plantation FL,49.3,13.8,23.2,0,8,0,1.5,4.3
Lloyd FL,43,0,40.6,0,0,0,0,16.4
Aucilla FL,65.3,17,17.7,0,0,0,0,0
Lamont FL,0,0,100,0,0,0,0,0
Fidelis FL,100,0,0,0,0,0,0,0
Pea Ridge FL,88.8,6.7,3.2,0.7,0.2,0,0,0.4
Oriole Beach FL,86.3,7.2,0,0,0.9,0,0,5.6
River Park FL,73.8,9.9,14.4,0.2,0.9,0,0,0.8
Tiger Point FL,97.7,1.3,0,0,0.4,0.5,0,0
Navarre FL,79,7,7.2,0.2,2.9,0.2,0.1,3.3
Holley FL,77.4,15.8,2.1,0,0,0,0,4.7
Garcon Point FL,86.5,13.5,0,0,0,0,0,0
Dickerson City FL,100,0,0,0,0,0,0,0
Grenelefe FL,70,22,2.3,0.6,2.6,0,0,2.4
Homeland FL,68.7,31.3,0,0,0,0,0,0
Fuller Heights FL,65.3,23.4,9.4,0,1.3,0,0,0.6
High Point FL,96.2,1.9,0.9,0,0,0,0,1
Windsor FL,100,0,0,0,0,0,0,0
Alturas FL,89.3,8.9,0.7,0.7,0,0,0,0.4
Bradley Junction FL,48.2,12.1,36.6,0,0,0,0,3
Aripeka FL,100,0,0,0,0,0,0,0
Garden Grove FL,92.5,0,2.8,0,4.7,0,0,0
Wiscon FL,98.5,0,0,0,0,0,1.5,0
University FL,31.1,33,28,0.2,4.5,0,0.7,2.4
Lealman FL,71.2,8.8,7.5,0.2,6.4,0,1,4.9
Bardmoor FL,81.4,3.9,6.5,0.6,3.4,0,0.5,3.7
Balm FL,52.9,17.6,22.9,0.2,4.7,0,0.7,1.1
Bear Creek FL,87.9,6,4.4,0,0.9,0,0,0.8
Greenbriar FL,77.4,16.6,2.2,0,0,0,0,3.8
West Lealman FL,77.1,7.9,5.5,0.5,6.7,0.4,0.5,1.4
Key Vista FL,81.9,3.6,5.8,0.8,3.8,0,0,4.2
Trilby FL,71.1,19.8,4.4,0,0,2.3,0,2.3
Black Hammock FL,73.6,13.5,1.2,0,5.4,0,4.4,1.8
Moon Lake FL,90.8,3.4,1.5,0.7,0.4,0,0,3.1
Heritage Pines FL,96.8,2.2,0,0,0,0,1,0
Quail Ridge FL,71.2,14.4,4.5,0.7,4.2,0.4,0,4.5
Meadow Oaks FL,89,6.5,0,2.7,0.4,0,0,1.5
River Ridge FL,88.8,8.3,3,0,0,0,0,0
Connerton FL,69.8,16.5,8.6,0.1,1.2,0,0,3.8
Pasadena Hills FL,73.9,9.8,9.2,0.5,4.5,0,1.1,1
Flagler Estates FL,85.1,8.5,4.7,0.2,0,0,0,1.6
Port LaBelle FL,30.7,58.1,8.9,0,0.7,0,1,0.6
Fort Denaud FL,73.1,25.2,0,0,0.4,0,1.3,0
Pioneer FL,55.3,44.7,0,0,0,0,0,0
Montura FL,27.3,72.7,0,0,0,0,0,0
Cedar Grove FL,58.5,4.8,33.4,0,0,0,0,3.4
Spring Ridge FL,80.4,16.7,0,0.8,0,0,0,2.1
Waukeenah FL,66.4,0,33.6,0,0,0,0,0
Wacissa FL,88.6,0,9,2.5,0,0,0,0
Carrollwood FL,51.7,32.2,8.5,0.1,4.5,0,0.8,2.4
Northdale FL,58.9,27.2,8.3,0.2,3.7,0,0.2,1.4
Sun City Center FL,90.3,5.8,3.1,0.2,0.2,0.1,0,0.3
Viera West FL,74.7,12.9,4.2,0,6.2,0.2,0,1.7
Viera East FL,75.9,12.8,5.5,0,2.4,0,0.4,3
The Hammocks FL,13.9,78.9,3,0,2.9,0,0.3,1
Desoto Lakes FL,74.4,12.2,2.1,0,0.4,0,10.3,0.6
Ridge Wood Heights FL,86.7,11.4,0,0.2,1.2,0,0,0.5
Siesta Key FL,96.8,1.4,0,0.1,0.6,0.1,0.1,0.9
Tamiami FL,4.7,94.1,0.4,0,0.8,0,0,0.1
University Park FL,8.6,84.9,3.6,0.3,2,0,0.1,0.5
Westview FL,3.4,34.9,61.6,0,0,0,0,0.2
Westwood Lakes FL,10.4,87.4,0.4,0,1.8,0,0,0
Big Coppitt Key FL,62.1,34.2,1,0.3,1.3,0,0.8,0.3
Duck Key FL,84.3,5.8,9.4,0,0,0,0,0.6
Tavernier FL,65,30.5,1.5,0,1,0,0,2
Fruitville FL,85.1,10,1.8,0.1,2.2,0,0.2,0.6
Kensington Park FL,57.9,36.3,4.8,0.3,0.2,0,0,0.6
Nokomis FL,89.2,1.1,0.8,0.9,5.7,0,0,2.3
North Sarasota FL,48.6,22.9,27.6,0,0.4,0,0,0.5
Osprey FL,83.7,11,0.3,0.3,3.1,0,0.4,1.2
The Meadows FL,96,3.4,0.5,0,0,0,0,0
Combee Settlement FL,55.6,20.7,19.4,0,1.1,0,0,3.2
Washington Park FL,1.2,0,98.2,0,0,0,0,0.6
Homosassa Springs FL,93,1.6,0.4,0.8,0.9,0,0,3.3
Solana FL,71.8,20.1,2.8,0,0,0,0,5.2
Citrus Springs FL,82.3,12.7,3.6,0,0,0,0,1.4
Homosassa FL,94.3,3.6,1.2,0,0,0,0,0.9
Charlotte Harbor FL,83.5,6.3,4.4,0.4,2.2,0,0,3.1
Cleveland FL,85.5,12.2,0.6,1.7,0,0,0,0
Harbour Heights FL,70.5,14.4,12.7,0.5,1.9,0,0,0
Port Charlotte FL,77.6,8.9,9.2,0.1,1.4,0,0.1,2.6
Beverly Hills FL,86.3,9.1,2.5,0,1.5,0,0,0.6
Bagdad FL,69.9,12.4,5.5,0.2,2.8,0,0,9.2
Merritt Island FL,82.8,7.8,4.4,0.1,2.4,0,0.4,2.1
Mims FL,86.2,0.4,10.2,0.2,1,0,0,2.1
Campbell FL,84.3,12.3,1.7,1.2,0.4,0,0,0
Hernando FL,87.8,4.9,2.1,0.9,3.1,0,0,1.1
Inverness Highlands North FL,83.2,6.1,10.7,0,0,0,0,0
Stock Island FL,28,53.7,15.5,0,1.3,0,0,1.4
Lake Sarasota FL,84.6,9,2.9,0,1.7,0,0,1.8
Warm Mineral Springs FL,97.8,0.5,0.7,0,0.6,0,0,0.4
Glencoe FL,93.3,5.6,1.1,0,0,0,0,0
Gonzalez FL,83.5,3.2,9.3,0,1.5,0.2,0.2,2.3
Micco FL,93.5,4.2,0.9,0.2,0.1,0,0,1.1
Bellview FL,71.5,3.6,17.3,0,2.9,0.9,0.3,3.6
Cudjoe Key FL,88.3,9.4,0.9,0,1.2,0,0,0.2
Palmetto Estates FL,8.8,50.6,33.8,0.1,3.8,0,1.3,1.5
Apollo Beach FL,74.1,12.3,7.9,1.3,2.4,0,0.3,1.7
Citrus Park FL,52.1,32.4,8.7,0,3.7,0.1,0.5,2.5
Town 'n' Country FL,40.2,46.1,7.6,0.2,3.6,0.1,0.1,2.1
Wimauma FL,15.8,74.3,7.1,0.2,1.8,0,0,0.8
Bithlo FL,63.4,19.6,10.8,0,3.3,0,0,2.9
Christmas FL,92.7,7.3,0,0,0,0,0,0
Doctor Phillips FL,60.6,13.9,7.9,0,14.4,0,0.6,2.5
Gotha FL,74.3,10.7,0,0,13.3,0,0,1.7
Tangelo Park FL,7.6,11.5,79.3,0,0.8,0,0,0.9
Tangerine FL,60.4,21.7,17,0,0.1,0,0,0.9
Limestone Creek FL,21.2,30.3,46,0,2.5,0,0,0
Captiva FL,66,21.1,12.9,0,0,0,0,0
Inwood FL,49.3,16.6,30.5,0.6,0.5,0,0,2.6
Bloomingdale FL,69.9,14.3,9.9,0.2,1.7,0,0.5,3.5
Dover FL,32.2,65.4,1.8,0,0.2,0,0,0.3
Fish Hawk FL,71.4,15.7,5.1,0,5.3,0,0.2,2.3
Gibsonton FL,44.5,35.9,15.1,0.3,1.7,0.8,0.3,1.4
Lake Magdalene FL,60.7,25.5,8,0.1,3.1,0,1.5,1.1
Mango FL,49.8,25.3,18.7,0.4,0.4,0,0.3,5.2
Progress Village FL,23.2,31.5,38.4,0,5.6,0,0.2,1.1
Fairview Shores FL,53.4,19.5,19.9,0.5,3.2,0.2,0.2,3.2
Lockhart FL,47.3,20.1,21.3,0.6,5,0,0.2,5.5
Pine Castle FL,20.3,53.7,21.4,0,3.8,0,0,0.9
South Apopka FL,24.5,16.8,57,0,1.5,0,0,0.3
Cypress Gardens FL,80.4,11.8,4.1,0.5,2.2,0,0,1
Seffner FL,56.4,25.2,8.9,0,5.1,0,0.2,4.3
Taylor Creek FL,88.5,4.4,2.4,1.4,2.1,0.8,0,0.4
Gun Club Estates FL,18.7,78.9,2.5,0,0,0,0,0
Andrews FL,94,2.2,0,0,3.8,0,0,0
East Bronson FL,86.2,11.1,2.2,0,0,0,0,0.5
Ferndale FL,47.2,52.8,0,0,0,0,0,0
Pittman FL,61.3,0,37,0,1.7,0,0,0
Yalaha FL,75.9,9.7,8.5,0,4.9,0,0,1.1
Thonotosassa FL,71.1,9.5,14.1,0.1,2.1,0,0.2,2.9
Beacon Square FL,84.2,13.9,0.5,0.1,0.5,0.1,0.1,0.6
Iona FL,91,6.9,0.3,0,1.1,0,0,0.7
Olga FL,91.7,4.3,2.2,0,1,0,0,0.7
Suncoast Estates FL,91.2,6.2,1.6,0,0,0,0,1
Lacoochee FL,46.8,37.4,8.5,2.4,1.3,0,1.4,2.2
Goodland FL,100,0,0,0,0,0,0,0
Naples Manor FL,4.9,77.1,18,0,0,0,0,0
Orangetree FL,54.9,40.4,0,0,1.5,0,0,3.2
Hernando Beach FL,89.6,9.5,0,0.3,0,0,0,0.6
Ridge Manor FL,87.2,2.5,6.7,0,0.3,0,0,3.4
Grove City FL,86.1,8.2,4.9,0.7,0,0,0,0
Highland City FL,69.4,18.2,9.1,0.3,2.6,0,0.1,0.3
Zephyrhills West FL,92.7,6.3,0.3,0.1,0.4,0.1,0,0.1
Golden Gate FL,18.7,63.7,15.5,0,0.1,0,0.9,1.1
Lely FL,90,9.2,0.7,0,0,0,0,0.1
Pelican Bay FL,98.4,1,0,0,0.5,0,0,0
Gladeview FL,0.3,26.6,72.8,0,0,0,0.3,0.1
Ellenton FL,86.1,7.7,5.6,0,0.6,0,0,0
Fruit Cove FL,83,7.6,3.7,0.1,3.1,0.1,0,2.4
Palm Valley FL,90,3.3,3,0.1,2.3,0.2,0.1,1.1
Goulds FL,5.7,45.6,46,0.8,0,0,0.4,1.5
Naranja FL,4.6,56.2,35.3,0,1.6,0,0,2.3
Olympia Heights FL,8.7,90,0.6,0,0.3,0,0,0.3
Five Points FL,90.2,2.2,7.2,0.3,0,0,0,0
Burnt Store Marina FL,96.7,2.5,0.9,0,0,0,0,0
Gateway FL,79,9.2,8.6,0,2.1,0,0,1.2
Lehigh Acres FL,39.3,37.8,19.5,0.1,1.3,0.1,0.3,1.8
Lochmoor Waterway Estates FL,84.8,10.5,2,0.1,1.7,0,0,0.9
Pine Island Center FL,85.4,1.3,10.2,0,0.4,0,0,2.8
Tice FL,26.8,67.7,3.7,0,0.9,0,1,0
Crystal Springs FL,87.3,11.5,0,0.7,0,0,0,0.5
Naples Park FL,70.7,22.9,1,1.3,1.9,0,0.3,1.9
Hill 'n Dale FL,72.3,6.9,20.8,0,0,0,0,0
Nobleton FL,100,0,0,0,0,0,0,0
Lower Grand Lagoon FL,88.6,6.5,0.7,0.1,2.2,0,0,1.9
Tyndall AFB FL,55.8,18,15.5,1,4.5,0,0,5.3
Union Park FL,39.9,42,8.9,0.2,6.2,0,0.7,2.1
Black Diamond FL,96.6,0.6,0,0,2.8,0,0,0
Sorrento FL,17.9,82.1,0,0,0,0,0,0
Middleburg FL,89.5,2.8,2.8,0.2,1,0.1,0.2,3.5
Crooked Lake Park FL,69.9,25.9,2.1,0,0,0.5,0,1.8
Lakeland Highlands FL,80.1,11.4,3.4,0,3.4,0,0.1,1.6
Willow Oak FL,58.1,32.4,8.6,0,0,0,0,0.9
North Key Largo FL,91.8,5.2,1.2,0,1.9,0,0,0
Bee Ridge FL,90.3,5.7,1.1,0,2.1,0,0,0.8
Country Club FL,7.5,84.5,6.8,0.2,0.7,0,0.1,0.2
Kendall West FL,6.3,90.5,1.2,0,1.4,0,0.2,0.3
South Miami Heights FL,8.6,71.8,17.2,0,1.3,0,0.5,0.6
Wahneta FL,35.3,61.9,0,0,0,0,0,2.9
Jan Phyl Village FL,50,26.6,19.4,0,1.3,0,0,2.7
Kathleen FL,75.3,17.9,2,0.6,1.9,0,0.5,1.9
Loughman FL,51.7,29.1,14.7,0.3,3.2,0,1,0
East Lake-Orient Park FL,28.2,24.5,38.4,0,5.2,0,0.2,3.5
Keystone FL,74.6,13.6,3.7,0.2,6,0,0,2
Lutz FL,72.1,14.8,6.1,0.2,4.3,0,0.1,2.5
Palm River-Clair Mel FL,26.8,43.5,25.1,0,2.3,0.1,0.9,1.2
Riverview FL,51.4,25.2,16,0.2,3.8,0,0.4,3
Westchase FL,66.6,16.8,5.5,0.1,9.2,0,0.2,1.7
Wekiwa Springs FL,81,11.7,3.6,0,2.5,0,0.2,0.9
Nassau Village-Ratliff FL,95.5,1.4,0.1,1.9,0,0,0,1.2
The Villages FL,96.6,1.8,0.3,0.1,0.8,0,0,0.3
Silver Springs Shores FL,34.3,20,40.3,0,0.7,0,0.9,3.9
Warrington FL,71.3,3,18.6,0.7,2.4,0,0.1,3.8
Eglin AFB FL,44.5,29.7,10.2,0,4.6,0,0,10.9
Wright FL,63,13.2,16.3,0.1,4.1,0,0.1,3.2
Gifford FL,45.3,4.5,48.5,0,1.6,0,0,0.1
Roseland FL,82.6,10.8,3.2,0,0,0,0,3.4
Boulevard Gardens FL,0.9,1,98.1,0,0,0,0,0
Rio FL,99,1,0,0,0,0,0,0
Chuluota FL,69.3,29.6,0,0,0,0,0,1.1
Canal Point FL,16.8,62.4,19,0,0,0,0,1.8
Fussels Corner FL,82.3,14,2.5,0.6,0.6,0,0,0
Waverly FL,43.8,3.8,40.6,0,0,0,0,11.8
Cheval FL,63.5,23.2,4.1,0,6.6,0,0.2,2.5
Egypt Lake-Leto FL,25.7,60.2,8,0.3,3.1,0,0,2.5
Cypress Quarters FL,16.9,26.7,56.4,0,0,0,0,0
Memphis FL,38.5,23.1,35.6,1.1,0.1,0,0.1,1.5
South Bradenton FL,65.8,21,9.2,0.5,1.6,0,0.3,1.7
St. Augustine Shores FL,90.2,5.2,2.3,1.6,0.4,0,0,0.3
Villano Beach FL,93.5,4.9,0,0,1,0,0,0.6
Golden Glades FL,6.2,18.6,71.3,0,2.4,0,0.6,0.9
Homestead Base FL,15.5,30.8,52.6,0,0.1,0,0,0.9
Kendale Lakes FL,7.3,89.6,1,0,1.7,0,0,0.4
Medulla FL,66.6,21.1,8.8,0,0.8,0,1.2,1.4
Pebble Creek FL,46.7,19.7,15.1,0,14.8,0,3.4,0.2
Vamo FL,94,4.9,0.3,0,0.7,0,0,0.1
Plantation Mobile Home Park FL,15.2,74.9,0,1.3,0,0,0,8.6
Three Lakes FL,23.4,61.7,9.8,0,3.6,0,1,0.5
Englewood FL,93.6,4.2,0.2,0.1,1.2,0.1,0,0.5
Gulf Gate Estates FL,82,14.4,0.5,0,1.8,0,0.5,0.9
Eastpoint FL,91,6,1.9,0,0,0,0.7,0.5
South Sarasota FL,86.3,7.6,0.8,0,3.9,0,0,1.5
South Venice FL,92.6,4.6,1,0.1,0.8,0,0.1,0.8
Venice Gardens FL,88,7.2,0.1,0.3,3.3,0,0,1
West Perrine FL,8.9,34.2,54.4,0,1,0,0.5,0.9
Big Pine Key FL,74.1,21,3.2,0.1,1,0,0,0.6
Weeki Wachee Gardens FL,89.5,3,3.9,0,0,0,0,3.6
Cortez FL,92.9,3.6,0.2,0,3.2,0,0,0.2
Southeast Arcadia FL,28.1,65.6,5.4,0,0.1,0.3,0,0.5
Pine Ridge FL,85.1,6.8,4,0,3,0,0,1.1
Shady Hills FL,87.7,7.3,2.8,0.4,0.4,0.1,0.1,1.2
Azalea Park FL,23.4,63.2,7.8,0.1,4.2,0,0.3,1
Pine Hills FL,9.7,14.2,69.3,0.1,2.9,0,1.6,2.3
Orlovista FL,18.8,26.7,38.4,0.4,6.7,0,4.9,4.2
Oak Ridge FL,10.6,46.4,35.9,0.5,4.2,0,0,2.4
Woodville FL,72.7,0.7,24.4,0,0,0,0,2.2
Lake Belvedere Estates FL,19.9,41.1,30.7,0,4,0.2,0,4.1
Harbor Bluffs FL,93.3,2.7,4,0,0,0,0,0
Palm Harbor FL,86,7.1,2.3,0.2,2.4,0,0.1,1.8
Tierra Verde FL,93.3,2.8,1.4,0,1,0,0.3,1.2
Miramar Beach FL,88.5,1.9,1.3,0.8,2.4,0.2,0.7,4.2
Sky Lake FL,29.1,54.5,13.9,0,1,0,0,1.5
Taft FL,56.9,25.8,8,0,8,0,0,1.4
New Port Richey East FL,82.8,9.6,5.9,0,0.3,0,0.4,1
Richmond West FL,14.5,75.4,6.2,0.1,2.3,0,0.2,1.3
Sunset FL,13.6,83.4,0.6,0,1.6,0.7,0.1,0.1
West Little River FL,4,46.2,48.2,0,0.8,0,0.2,0.6
Sarasota Springs FL,80.9,14.6,0.9,0.3,1,0,0.1,2.3
Indian River Estates FL,89.2,3.9,3.2,0,3,0,0,0.7
Schall Circle FL,18.6,46.7,32.3,0,0,0,0,2.4
Seminole Manor FL,30.9,39.7,28.9,0,0.5,0,0,0
De Leon Springs FL,43.1,51,5.2,0.8,0,0,0,0
Charlotte Park FL,87.1,8.3,0,1.1,0,3,0,0.6
Citrus Hills FL,82.4,5.1,4.6,0,7.2,0,0,0.7
Floral City FL,93.6,5.7,0,0.4,0,0,0,0.3
Buckhead Ridge FL,95.3,4.2,0,0,0,0,0,0.5
Juno Ridge FL,59.7,30.3,9.6,0,0.3,0,0,0
Conway FL,73.1,19.4,2.9,0.1,2.2,0,0.3,2.1
Southgate FL,79.7,10.4,2.1,1.7,3.9,0.2,0,2
Indiantown FL,17,67.3,15.2,0,0,0,0,0.4
North River Shores FL,89.2,9.8,0.6,0,0,0,0,0.4
Hutchinson Island South FL,95.2,3.8,0,0,0,0,0,1
West Bradenton FL,88.3,10.8,0.1,0,0,0,0,0.8
West Samoset FL,19,63.6,16.7,0,0,0,0,0.7
Leisure City FL,3.2,81.1,14.1,0.2,0.9,0,0.2,0.3
Altoona FL,80.5,19.5,0,0,0,0,0,0
Celebration FL,80.3,13.4,1,0,3.6,0.5,0,1.1
Hobe Sound FL,82.8,7.4,7.6,0.1,0.9,0.3,0.1,0.8
Jensen Beach FL,91.1,4.6,3.1,0.3,0.3,0,0.1,0.5
Port Salerno FL,70.8,13.6,12.9,0,1.5,0,0,1.2
Fort Pierce South FL,50.4,42.1,5.1,0.6,1.4,0,0,0.3
White City FL,82.8,6,6.2,0,4.3,0,0,0.6
Stacey Street FL,10.3,12.8,76.9,0,0,0,0,0
Samsula-Spruce Creek FL,95.8,3.3,0,0,0.9,0,0,0
Westchester FL,6.4,92.3,0.3,0.1,0.6,0,0,0.3
St. Augustine South FL,87.6,4.3,2.2,0,5.6,0,0,0.2
Palm City FL,89.4,6.4,0.6,0.3,2.6,0,0,0.6
Lakewood Park FL,75.9,4.8,13.3,0,1.1,0,0.1,4.8
Royal Palm Estates FL,15.6,62.4,19.3,0,1.8,0,0,0.9
Myrtle Grove FL,60.2,8.8,16.2,1,4.8,0,0.4,8.6
West Pensacola FL,51.2,3.4,37.1,0.2,2.7,0.1,0.2,5.1
Forest City FL,65,22.4,5,0.2,3.1,0.1,0.8,3.5
Goldenrod FL,61.6,24.4,9,0.1,2.4,0,0,2.5
Bellair-Meadowbrook Terrace FL,57.5,15.6,17.9,0.1,2.7,0.3,0.4,5.5
Bay Hill FL,74.1,11.9,1.7,0,10.8,0,0,1.4
Silver Lake FL,82.2,6.2,6.9,0,4.1,0,0,0.6
Yeehaw Junction FL,100,0,0,0,0,0,0,0
Asbury Lake FL,79,9.2,6.9,0.5,1.8,0,0.4,2.2
Laguna Beach FL,88.2,7.8,2,0.7,0.3,0,0,0.9
Coral Terrace FL,9.1,87.9,1.5,0,1.3,0,0,0.2
Country Walk FL,19.8,68.2,6.8,0,4.1,0,0.1,1
Princeton FL,10.7,66,20.9,0,1.8,0,0,0.5
Richmond Heights FL,5.1,31.3,62.1,0,1.1,0,0,0.3
Samoset FL,15.9,41.2,40.5,0,1.2,0,0,1.2
Geneva FL,93.6,1.7,0,0.8,1.4,0,0,2.5
Rotonda FL,95.3,3.2,0,0,1.1,0,0,0.4
Inverness Highlands South FL,91.2,3.1,2.8,0,2.4,0,0,0.4
Lecanto FL,87.3,5.2,5.3,1,0.5,0,0,0.7
Sugarmill Woods FL,91.6,4.6,0.9,0.2,2.6,0,0,0
Brent FL,50,6.2,34.5,1,2.8,0.4,0.1,5
Babson Park FL,58,15.4,24.1,0,1.1,0,0,1.4
Roosevelt Gardens FL,3.2,8.5,87.8,0,0,0,0.5,0
Seville GA,100,0,0,0,0,0,0,0
Canoochee GA,100,0,0,0,0,0,0,0
Norristown GA,27.1,0,72.9,0,0,0,0,0
Hardwick GA,27.6,2.2,65.2,0.3,0,0,0,4.7
Cherry Log GA,100,0,0,0,0,0,0,0
Dewy Rose GA,52.4,47.6,0,0,0,0,0,0
Skidaway Island GA,93.6,1.9,1.5,0,2.1,0,0.2,0.7
Hannahs Mill GA,79.1,11.5,5.6,0.3,2,0,0,1.5
Lithia Springs GA,35.4,17.3,45.1,0.5,1.2,0,0,0.5
Russell GA,53.1,14.5,21.5,0,10.9,0,0,0
Henderson GA,74.7,7.4,15.1,0,0.7,0,2.1,0
Dutch Island GA,93.1,2.4,0,0,2.4,0,0,2.1
Talahi Island GA,89,5.6,0,0,3.8,0.6,0,1
Heron Bay GA,54.7,1,36.3,0,0.5,0,0,7.5
Howard GA,0,0,0,0,0,0,0,0
Cedar Springs GA,100,0,0,0,0,0,0,0
Yonah GA,100,0,0,0,0,0,0,0
Boykin GA,100,0,0,0,0,0,0,0
Coleman GA,26.2,0,73.8,0,0,0,0,0
Rockingham GA,51,31.1,14.9,0,0,0,0,3
Tate City GA,0,0,0,0,0,0,0,0
Epworth GA,100,0,0,0,0,0,0,0
Mineral Bluff GA,82.4,4.4,0,0,0,4.8,8.4,0
Perkins GA,100,0,0,0,0,0,0,0
The Rock GA,96,0,0,0,0,0,0,4
Satilla GA,100,0,0,0,0,0,0,0
Crooked Creek GA,79.6,7.5,11.8,0,0,0,0,1.1
Knoxville GA,70,0,30,0,0,0,0,0
Mendes GA,100,0,0,0,0,0,0,0
Eagle Grove GA,0,0,0,0,0,0,0,0
Calvary GA,91.1,0,8.9,0,0,0,0,0
Sautee-Nacoochee GA,88.7,0,11.3,0,0,0,0,0
Empire GA,66.3,11.3,22.4,0,0,0,0,0
Matthews GA,100,0,0,0,0,0,0,0
Shannon GA,94.4,2.6,0,0,1,0,1.4,0.7
Moody AFB GA,57.4,4.7,24.1,0,10.9,0,0,2.9
Lindale GA,79.4,5.8,9.6,0,0,0,0.6,4.5
Hilltop GA,0,0,100,0,0,0,0,0
Lakeview Estates GA,8.3,87.9,2.3,0,0,0,0.8,0.7
Conley GA,11.2,27.6,52.6,0,4.4,0,0,4.2
Unionville GA,0,0,100,0,0,0,0,0
Salem GA,1,0,99,0,0,0,0,0
Dock Junction GA,50.9,5.7,37.5,0.3,3.3,0,0,2.2
St. Simons GA,90.7,2.5,3.7,0.4,0.7,0.1,0,2
Redan GA,2.4,2.3,92.9,0,0.5,0,0.6,1.3
Belvedere Park GA,17,5.6,71.8,0.1,1.2,0,0.7,3.5
Druid Hills GA,65.7,3.5,9.5,0,17.7,0,0.5,3.1
Phillipsburg GA,0,0,100,0,0,0,0,0
Sunset Village GA,100,0,0,0,0,0,0,0
Sunnyside GA,89.7,0,7.9,1.3,0,0,0,1.1
Fairview GA,95.5,0.9,2.3,0.5,0.2,0,0,0.5
Putney GA,61.4,2.1,32,0,0,0,0,4.5
Candler-McAfee GA,8.9,1.2,86.6,0.1,0.2,0,0.7,2.3
Lakeview GA,93.1,1.3,1.3,0.9,1.9,0,0,1.6
Indian Springs GA,90.4,6,3.6,0,0,0,0,0
Chattanooga Valley GA,91.6,7,0.6,0,0.2,0,0,0.6
Gumlog GA,90,5.2,4.4,0,0,0,0,0.4
Robins AFB GA,67.3,8.4,15.2,0.7,2.6,0,0,5.8
Gresham Park GA,13.8,2.2,79.7,0,1.4,0,0,3.1
North Druid Hills GA,63.4,7.1,14.1,0,10.9,0.1,0.4,4
Martinez GA,74.2,3.8,13.3,0,6.1,0,0.6,1.9
Fair Oaks GA,17.2,52.7,26.4,0.1,0.1,0,0,3.4
Fort Stewart GA,54,12.7,23.7,0.3,2.3,1.7,0,5.3
Isle of Hope GA,94.5,0.3,2.1,0,1.1,0.9,0,1.1
Lincoln Park GA,2.2,0,93.3,0,0,0,0,4.5
Deenwood GA,81.9,0.8,12.4,4.9,0,0,0,0
Reed Creek GA,95.9,1.3,0,0,0,0,0,2.8
East Griffin GA,57.1,11.9,28.4,0.6,1.5,0,0,0.5
North Decatur GA,68.4,5.2,10.2,0.5,11.5,0,0.1,4.1
Scottdale GA,32.3,11.3,34.3,0,18.2,0,0,3.9
Whitemarsh Island GA,80.8,4.4,3.4,0,9.7,0,0,1.8
Wilmington Island GA,86.6,6.8,2,0.2,3.2,0,0.2,1.1
Mableton GA,31.8,17.7,45.6,0,1.7,0,0.1,3
Country Club Estates GA,39.1,9.9,43.8,0.1,3.1,0,0.1,3.9
Panthersville GA,2,1.3,95.4,0,0,0,0.8,0.6
Kings Bay Base GA,69.2,18.5,9.5,0.2,0.6,0.8,0,1.3
Evans GA,74.9,5.9,11.5,0.1,4.7,0,0.1,2.9
Irondale GA,14.7,10.4,62.6,0.9,9.3,0,0,2.1
Experiment GA,51.2,0,43.4,0,0,0,1.6,3.8
Montgomery GA,80.1,10.2,6.5,0,2.4,0,0.5,0.3
Bonanza GA,15.6,9.3,68.5,0,5.2,0,0,1.3
Georgetown GA,51.9,12.2,29.2,1,2.3,0,0,3.4
East Newnan GA,65.3,8.8,25.9,0,0,0,0,0
Vinings GA,51.8,6.3,27.7,0,11,0,0.2,3
Raoul GA,67,14.5,18.3,0,0,0,0,0.2
Nanakuli HI,4.5,17.6,0.2,0.1,6.9,42.1,0,28.5
Pupukea HI,70.2,4.3,0,0,7.9,3.2,0,14.4
Waialua HI,19.2,11.8,0,0,42.8,7.2,0,19
Waipio HI,11,12.5,1.5,0,52.9,4,0.2,17.9
Leilani Estates HI,69.6,8.3,0.5,2.5,2.2,6.2,0.4,10.3
Hawi HI,16.1,9.7,0,0,35.2,8.1,0,31
Wainaku HI,26.2,9.4,0,0.2,27.4,5.9,0,30.9
Eleele HI,9.9,12,0.2,0.2,57,5.7,0,15
Waimanalo HI,10.7,10.1,0.5,0,17.4,16,0,45.4
Captain Cook HI,20.6,7.3,0,0,25,9,0,38
Halaula HI,22.6,22.2,0,0,41.1,5.9,0,8.2
Honalo HI,29.9,14.1,0.2,0,23.2,13,0,19.6
Honokaa HI,14.4,6.6,0,0,45.7,8.2,0,25.1
Puako HI,71.2,2.2,0,0.3,10.1,0,0.3,15.8
Haliimaile HI,16.8,15,0,0,32.2,13.6,0.5,21.9
Lanai City HI,13,5.7,2,0,53.8,9.2,0,16.3
Paia HI,47.8,9.9,0,0,20.8,2.6,0,18.8
Pukalani HI,32.5,12,0,0,25.2,7,0.9,22.3
Hanalei HI,35.8,0,0,1.2,15.4,13.4,0,34.3
Poipu HI,66.7,7.3,0,0.8,14.3,1.9,0,9
